Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
From Hill To Station,"Cafe, Coffee, Fast Food, Desserts",500," Hennur, Bangalore",3.8,33.0,3.4,16.0,https://www.zomato.com/bangalore/from-hill-to-station-hennur-bangalore,"Survey 3, Ground Floor, Byrathi Village, Hennur, Bangalore",9.20E+11,13.06014181,77.65310694
Udupi Upahar,"North Indian, South Indian, Chinese, Beverages",300," JP Nagar, Bangalore",3.8,4.0,4.0,152.0,https://www.zomato.com/bangalore/udupi-upahar-2-jp-nagar-bangalore,"323, 24th Main, 5th Phase, Puttenahalli, JP Nagar, Banglore",9.19E+11,12.90429441,77.58579925
Momoz,"Chinese, Momos, Seafood",500," Kammanahalli, Bangalore",3.8,221.0,3.7,2218.0,https://www.zomato.com/bangalore/momoz-kammanahalli,"59, Nehru Road, Yadava Layout, Kammanahalli, Bangalore",9.18E+11,13.01525063,77.6310575
Chicano,"Fast Food, Pizza",450," Frazer Town, Bangalore",3.8,17.0,3.9,653.0,https://www.zomato.com/bangalore/chicano-frazer-town-bangalore,"42, Nandi Durga Road, Jayamahal Extension, Frazer Town, Bangalore",9.19E+11,13.00303118,77.59669706
S.M.S.Evening Fast Food,"Hyderabadi, Chinese, North Indian",300," Varthur Main Road, Whitefield, Bangalore",3.8,35.0,4.1,588.0,https://www.zomato.com/bangalore/s-m-s-evening-fast-food-varthur-main-road-whitefield-bangalore,"Near Water Wood Apartment, Varthur Main Road, Whitefield, Bangalore",9.18E+11,12.9568295,77.7425947
Prashanth Naati Corner,"South Indian, Biryani",300," Yelahanka, Bangalore",3.8,43.0,3.9,1107.0,https://www.zomato.com/bangalore/prashanth-naati-corner-yelahanka-bangalore,"292, 15th A Cross Road, Sector A, Chikka Bommasandra Circle, Yelahanka, Bangalore",9.18E+11,13.09347142,77.58266207
Maach Misti And More,"North Indian, Bengali, Seafood, Desserts",500," BTM, Bangalore",3.8,10.0,4.0,680.0,https://www.zomato.com/bangalore/maach-misti-and-more-btm-bangalore,"45, 2nd Floor, 19th Cross Road, 7th Main Road, 2nd Stage, BTM, Bangalore",9.20E+11,12.90727,77.607338
Urban Chulha,"North Indian, Street Food",300," Kammanahalli, Bangalore",3.8,25.0,4.2,327.0,https://www.zomato.com/bangalore/urban-chulha-kammanahalli-bangalore,"SBM-302, Ground Floor, 2nd Block, HRBR Layout, Sarvagna Nagar, Kammanahalli, Bangalore",9.20E+11,13.01984315,77.64031682
Winni- Cakes & More,"Bakery, Desserts, Fast Food, Beverages",400," RT Nagar, Bangalore",3.8,9.0,4.1,7.0,https://www.zomato.com/bangalore/winni-cakes-more-1-rt-nagar-bangalore,"8, Opposite Sangeetha Mobiles, 80 Feet Road, RT Nagar, Bangalore",9.17E+11,13.02399263,77.59282261
The Kebab Terminal,"North Indian, Mughlai, Kebab, Fast Food",350," Jakkur, Bangalore",3.8,28.0,3.8,603.0,https://www.zomato.com/bangalore/the-kebab-terminal-jakkur-bangalore,"Property 2/7 & 8, Kannuru Village, Yarappanhalli Road, Jakkur, Bangalore",9.19E+11,13.09171714,77.65463546
Divyasree Andhra Style Hotel,Andhra,250," CV Raman Nagar, Bangalore",3.8,9.0,3.9,182.0,https://www.zomato.com/bangalore/divyasree-andhra-style-hotel-cv-raman-nagar-bangalore,"Shakthi Granite Building, Near Railway Gate, CV Raman Nagar, Bangalore",9.19E+11,12.98461266,77.67935604
Kasol Cafe,"Bengali, Continental",200," Indiranagar, Bangalore",3.8,95.0,3.4,902.0,https://www.zomato.com/bangalore/kasol-cafe-1-indiranagar-bangalore,"169/B, 13th Main, Hal 2nd Stage, Near N.D.K Kalyanmantappa, Opposite 5th Cross, Bheemaraju Building, Indiranagar, Bangalore",9.20E+11,12.968678,77.644152
Bathinda Station,"North Indian, Chinese",700," HSR, Bangalore",3.8,66.0,3.9,1176.0,https://www.zomato.com/bangalore/bathinda-station-hsr-bangalore,"2nd Floor, 27th Main Road, 1st Sector, HSR, Bangalore",9.17E+11,12.91853861,77.65160356
Suzy Q By 1522,"Asian, Seafood, Street Food, Pizza, North Indian, Chinese, Desserts",1000," Cunningham Road, Bangalore",3.7,95.0,3.6,1.0,https://www.zomato.com/bangalore/suzy-q-by-1522-cunningham-road-bangalore,"1, Queens Road, Near Cunningham Road, Bangalore",9.18E+11,12.98395108,77.5967668
GFC Biryani,"Biryani, Kebab, Tamil",300," Rajarajeshwari Nagar, Bangalore",3.7,115.0,4.1,1887.0,https://www.zomato.com/bangalore/gfc-biryani-rajarajeshwari-nagar,"864, Channadra Colony, Dr. Vishnuvardhan Road, Opposite Adishwar Moto, Rajarajeshwari Nagar, Bangalore",9.18E+11,12.90282508,77.52101518
The Cuboidal,"Fast Food, Beverages",500," BTM, Bangalore",3.7,65.0,3.4,169.0,https://www.zomato.com/bangalore/the-cuboidal-btm-bangalore,"78, 2nd Cross, Mico Layout, 2nd Stage, 1st Main Road, Opposite Mahila Co-Operative Bank, BTM, Bangalore",9.19E+11,12.91551023,77.60312464
Cholay,"North Indian, Gujarati, Maharashtrian",350," Koramangala 7th Block, Bangalore",3.7,36.0,4.0,99.0,https://www.zomato.com/bangalore/cholay-koramangala-7th-block-bangalore,"1st Main Road, KHB Colony, Koramangala 7th Block, Bangalore",9.20E+11,12.93583141,77.61484858
Sri Balaji Tiffin Centre,"North Indian, Chinese",350," Banashankari, Bangalore",3.7,75.0,3.6,780.0,https://www.zomato.com/bangalore/sri-balaji-tiffin-centre-banashankari-bangalore,"2, 1st Cross, Vinayaka Nagara, Stage 1, 80 Ft Road, Banashankari, Bengalore",9.19E+11,12.93542817,77.56062336
The Cafe Bar,"Fast Food, Sandwich, Beverages",200," Jayanagar, Bangalore",3.7,47.0,4.2,58.0,https://www.zomato.com/bangalore/the-cafe-bar-jayanagar-bangalore,"41, 7, 3rd Block, 8th Feet Main Road, Near ICICI Bank, Jayanagar, Bangalore",9.20E+11,12.93244509,77.58355055
Carols Pastries & Bakers,"Bakery, Desserts",250," Rammurthy Nagar, Bangalore",3.7,42.0,4.1,1130.0,https://www.zomato.com/bangalore/carols-pastries-bakers-rammurthy-nagar-bangalore,"14/2, Ground Floor, 8th Main, Hoysala Nagar, Thambu Chetty Palya Main Road, Rammurthy Nagar, Bangalore",9.20E+11,13.01760619,77.6692431
FreshBake,Bakery,250," Electronic City, Bangalore",3.7,36.0,3.9,20.0,https://www.zomato.com/bangalore/freshbake-electronic-city-bangalore,"C4, C5, Kempegowda Avenue, Shiv Shakti Food Court, Hosa Road, Electronic City, Bangalore",9.18E+11,12.86998304,77.65880462
Arabian Mataam,"Arabian, North Indian, Mughlai",700," Frazer Town, Bangalore",3.7,86.0,3.9,16.0,https://www.zomato.com/bangalore/arabian-mataam-frazer-town-bangalore,"MM Road, Pulikeshi Nagar, Frazer Town, Bangalore",9.18E+11,13.00041447,77.61777252
Pragnya Sagar,"South Indian, Beverages, Chinese, North Indian",300," HSR, Bangalore",3.7,29.0,3.5,52.0,https://www.zomato.com/bangalore/pragnya-sagar-hsr-bangalore,"37, Guru Sai Arcade, Haralur Main Road, Near Indian Oil Petrol Bunk, HSR, Bangalore",9.16E+11,12.89887293,77.65842207
The Langford Cafe,"Cafe, Beverages, Fast Food, Desserts, Wraps",400," Langford Town, Bangalore",3.7,10.0,3.5,10.0,https://www.zomato.com/bangalore/the-langford-cafe-langford-town-bangalore,"35/17/1, Bbmp Pid 70-2-35/17-1, Premier Presidency, Langford Road, Langford Town, Bangalore",9.17E+11,12.9622876,77.59557517
Bangalore Tiffin Fusion (BTF),"North Indian, Fast Food",250," Whitefield, Bangalore",3.7,25.0,3.9,47.0,https://www.zomato.com/bangalore/bangalore-tiffin-fusion-btf-whitefield-bangalore,"90A, White Rose Layout, Near Holy Cross School, Whitefield, Bangalore",9.18E+11,12.98126458,77.74773393
Phantom Cafe,"Cafe, Italian, Fast Food, Beverages",400," Koramangala 4th Block, Bangalore",3.7,25.0,4.0,2.0,https://www.zomato.com/bangalore/phantom-cafe-koramangala-4th-block-bangalore,"40, KHB Colony, 100 Feet Road, Koramangala 4th Block, Bangalore",9.17E+11,12.93522198,77.62479253
Ambur Star Briyani ® Since 1890,"Biryani, South Indian, Chinese, Chettinad, North Indian",600," JP Nagar, Bangalore",3.7,17.0,4.2,1035.0,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-jp-nagar-bangalore,"Shop 19, Ground Floor, Shiva Plaza, 24th Main, JP Nagar, Bangalore",9.18E+11,12.90349798,77.5857275
Shawarma Time,"Lebanese, Rolls, Fast Food",200," RT Nagar, Bangalore",3.7,52.0,3.9,2114.0,https://www.zomato.com/bangalore/shawarma-time-rt-nagar-bangalore,"65, CBI Main Road, HMT Layout, RT Nagar, Bangalore",9.19E+11,13.02659799,77.59064063
Hook Hap,"Continental, Chinese, Fast Food, Beverages",600," Indiranagar, Bangalore",3.7,15.0,3.7,3.0,https://www.zomato.com/bangalore/hook-hap-indiranagar-bangalore,"100 Feet Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",9.17E+11,12.96690708,77.64156288
The Döner Company,"Lebanese, Wraps, Fast Food, Salad, Healthy Food, Rolls, Beverages",500," Koramangala 5th Block, Bangalore",3.7,38.0,3.8,276.0,https://www.zomato.com/bangalore/the-döner-company-koramangala-5th-block-bangalore,"52, Nirmala Mansion, 17th A Main, 4th Cross, Koramangala 5th Block, Bangalore",9.16E+11,12.93451322,77.6231879
Snack Bar,"Fast Food, Sandwich, Ice Cream, Beverages",300," Vijay Nagar, Bangalore",3.7,40.0,3.8,474.0,https://www.zomato.com/bangalore/snack-bar-1-vijay-nagar-bangalore,"3431, G, 7th Main Road, Subbanna Garden, Vijay Nagar, Bangalore",9.19E+11,12.964648,77.53377579
New SBFC Food Funda,Fast Food,300," Frazer Town, Bangalore",3.7,14.0,3.9,28.0,https://www.zomato.com/bangalore/new-sbfc-food-funda-frazer-town-bangalore,"667/1, 9th Cross, Periyan Nagar, Devara Jeevanahalli, Near Frazer Town, Bangalore",9.16E+11,13.008583,77.612184
Wow Pizza,"Pizza, Fast Food",400," Jalahalli, Bangalore",3.7,10.0,4.2,348.0,https://www.zomato.com/bangalore/wow-pizza-jalahalli-bangalore,"755, Sidedahalli Main Road, MEI Layout, Bagalgunte, Jalahalli, Bangalore",9.20E+11,13.0631988,77.50080407
The Deagh,"Mughlai, North Indian, Chinese, Rolls",400," Frazer Town, Bangalore",3.7,101.0,3.9,390.0,https://www.zomato.com/bangalore/the-deagh-frazer-town,"69, M.M Road, Frazer Town, Bangalore",9.18E+11,13.00055919,77.61480734
Flavours Of Ari,"Chinese, Rolls, Arabian, North Indian, Beverages, Pasta, Sandwich, Lebanese",400," HSR, Bangalore",3.7,20.0,3.2,27.0,https://www.zomato.com/bangalore/flavours-of-ari-hsr-bangalore,"2713, PWD Quarters, 31st Main Road, 1st Sector, HSR, Bangalore",9.19E+11,12.91303377,77.65355386
The Southern Soul,"South Indian, Mangalorean, Beverages",650," Koramangala 7th Block, Bangalore",3.7,17.0,3.9,51.0,https://www.zomato.com/bangalore/the-southern-soul-koramangala-7th-block-bangalore,"356, 1st B Main Road, Koramangala 7th Block, Bangalore",9.20E+11,12.93622476,77.61468304
Hotel Baaduta,"Biryani, South Indian",300," Jalahalli, Bangalore",3.7,9.0,3.9,64.0,https://www.zomato.com/bangalore/hotel-baaduta-jalahalli-bangalore,"46, 25th Cross, Pipeline Road, Near Selection Corner, T Dasarahalli, Jalahalli, Bangalore",9.17E+11,13.05018314,77.51619156
Maggie Break,Fast Food,150," Rajarajeshwari Nagar, Bangalore",3.7,9.0,3.9,15.0,https://www.zomato.com/bangalore/maggie-break-rajarajeshwari-nagar-bangalore,"76, Ward 160, Channasandra Village, Rajarajeshwari Nagar, Bangalore",9.16E+11,12.90299665,77.51744986
GOPIZZA,"Pizza, Fast Food",300," Phoenix Marketcity Bangalore, Whitefield, Bangalore",3.7,9.0,3.5,81.0,https://www.zomato.com/bangalore/gopizza-1-whitefield-bangalore,"Unit 02, Phoenix Market City Mall, Devasandra Industrial Estate, Whitefield, Bangalore",9.20E+11,12.99766,77.69714
LV Venkateshwara Jolada Rotti Oota,South Indian,300," Malleshwaram, Bangalore",3.7,65.0,4.2,1418.0,https://www.zomato.com/bangalore/lv-venkateshwara-jolada-rotti-oota-malleshwaram-bangalore,"86, 1st Floor, VM Plaza, 8th cross Sampige road, Malleshwaram, Bengaluru",9.19E+11,12.99934491,77.57259071
Minatchi Mess,"Biryani, South Indian, Chinese, Seafood, Desserts",300," Sarjapur Road, Bangalore",3.7,38.0,3.5,969.0,https://www.zomato.com/bangalore/minatchi-mess-sarjapur-road-bangalore,"60-25, 2nd Cross, Hadosiddapur, CV Raman Road, Near Sarjapur Road, Bangalore",9.20E+11,12.8973846,77.70280123
Pratyush's Food Plaza,"Biryani, Odia, North Indian, Chinese, Fast Food",300," JP Nagar, Bangalore",3.7,43.0,4.1,356.0,https://www.zomato.com/bangalore/pratyushs-food-plaza-1-jp-nagar-bangalore,"45, Puttenahalli, Palya, 7th Phase, JP Nagar, Bangalore",9.19E+11,12.8945733,77.58164283
Karim's Delhi 6,"Mughlai, North Indian",800," St. Marks Road, Bangalore",3.7,21.0,3.6,67.0,https://www.zomato.com/bangalore/karims-delhi-6-st-marks-road-bangalore,"23 - 29, Ground Floor, Unit 1, 3, 4 & 5, White House, St. Marks Road, Bangalore",9.20E+11,12.97217,77.600923
Bong Connection,"Chinese, North Indian, Bengali",550," Yeshwantpur, Bangalore",3.7,20.0,3.5,144.0,https://www.zomato.com/bangalore/bong-connection-yeshwantpur-bangalore,"2/1, Cross 1, MSR College Road, Mathikere, Yeshwantpur, Bangalore",9.17E+11,13.03006436,77.56236646
Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,"South Indian, Street Food",200," Wilson Garden, Bangalore",3.7,6.0,3.9,24.0,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-wilson-garden-bangalore,"22, 8th Cross, Wilson Garden, Bangalore",9.20E+11,12.9494411,77.5962438
The Naati Bar & Kitchen,"Biryani, South Indian, Seafood",650," Koramangala 6th Block, Bangalore",3.7,4.0,3.5,18.0,https://www.zomato.com/bangalore/the-naati-bar-kitchen-koramangala-6th-block-bangalore,"52, 5th Cross, 60 Feet Road, Koramangala 6th Block, Bangalore",9.16E+11,12.93612386,77.62177169
Self Love Cafeteria,"North Indian, Chinese, Biryani, Momos",500," Marathahalli, Bangalore",3.7,47.0,3.7,983.0,https://www.zomato.com/bangalore/self-love-cafeteria-marathahalli-bangalore,"36, CKB Layout Munnekollal, Marathahalli, Bangalore",9.19E+11,12.95110469,77.70480987
Shanti Tiffin House,Rajasthani,250," Rajajinagar, Bangalore",3.7,6.0,3.4,0.0,https://www.zomato.com/bangalore/shanti-tiffin-house-1-rajajinagar-bangalore,"197/A, 4th Block, 2nd Main Road, Rajajinagar, Bangalore",9.16E+11,12.98847328,77.55844809
Bowl'd,"North Indian, Chinese",300," Marathahalli, Bangalore",3.7,10.0,4.2,2.0,https://www.zomato.com/bangalore/bowld-marathahalli-bangalore,"225, Opposite Multiplex Theatre, Marathahalli, Bangalore",9.20E+11,12.95140988,77.70332359
Red Panda-Chinese Food & Momos,Chinese,450," New BEL Road, Bangalore",3.7,5.0,3.9,26.0,https://www.zomato.com/bangalore/red-panda-chinese-food-momos-new-bel-road-bangalore,"3, SR Street, 4th Cross, New BEL Road, Bangalore",9.19E+11,13.03515323,77.568375
Bachelor Burgers,"Burger, Fast Food",500," Electronic City, Bangalore",3.7,17.0,3.4,35.0,https://www.zomato.com/bangalore/bachelor-burgers-1-electronic-city-bangalore,"685, 1st Floor, 1st Cross, 1st Main, C.K Nagar, Electronic City, Bangalore",9.20E+11,12.87465308,77.65415266
Punjabi Dhaba,"North Indian, Chinese, Mughlai",500," Majestic, Bangalore",3.7,92.0,3.9,17.0,https://www.zomato.com/bangalore/punjabi-dhaba-majestic,"108/2, 6th Cross, Movieland Theatre, Opposite Janardhan Lodge, Majestic, Bangalore",9.18E+11,12.97914378,77.57672118
Malleswaram Thatte Idly Cafe & By 2 Coffee Point,"South Indian, Beverages",300," Malleshwaram, Bangalore",3.7,10.0,4.3,219.0,https://www.zomato.com/bangalore/malleswaram-thatte-idly-cafe-by-2-coffee-point-malleshwaram-bangalore,"10th Main, 16th Cross, Malleshwaram, Bangalore",9.19E+11,13.00668506,77.56392181
India Chai Lounge,"Rolls, Fast Food, Beverages",300," Vasanth Nagar, Bangalore",3.7,40.0,3.9,23.0,https://www.zomato.com/bangalore/india-chai-lounge-vasanth-nagar-bangalore,"70/3, Millers Road, Vasanth Nagar, Bangalore",9.19E+11,12.98910577,77.5926248
Basaveshwar Khanavali,Mangalorean,600," Majestic, Bangalore",3.7,26.0,4.0,239.0,https://www.zomato.com/bangalore/basaveshwar-khanavali-majestic-bangalore,"26/1, Seshadri Road, Gandhi Nagar, Majestic, Bangalore",9.18E+11,12.98011326,77.57560283
Quaranteens Cafe,"Fast Food, Ice Cream, Beverages",200," Kumaraswamy Layout, Bangalore",3.7,25.0,4.0,268.0,https://www.zomato.com/bangalore/quaranteens-cafe-kumaraswamy-layout-bangalore,"74, 4th Cross, Teachers Colony, Dayanandasagar College Main Road, Kumaraswamy Layout, Bangalore",9.18E+11,12.91140305,77.56699864
Hotel Vismaya,"South Indian, Andhra, Biryani, Mughlai, North Indian",400," Vijay Nagar, Bangalore",3.7,17.0,3.9,51.0,https://www.zomato.com/bangalore/hotel-vismaya-vijay-nagar-bangalore,"25, 1st Cross, Pattegarpalya Main Road, Sharavathi Nagar, Near Vijay Nagar, Bangalore",9.20E+11,12.97656811,77.52253063
Tandoori Flames,"Chinese, Lebanese, North Indian",400," Rammurthy Nagar, Bangalore",3.7,38.0,3.8,99.0,https://www.zomato.com/bangalore/tandoori-flames-rammurthy-nagar-bangalore,"17, Shanti Layout, Main Road, Kowdenahalli, Rammurthy Nagar, Bangalore",9.19E+11,13.01924863,77.6841753
Nam Egg Adda,Street Food,150," Rajajinagar, Bangalore",3.7,6.0,3.6,26.0,https://www.zomato.com/bangalore/nam-egg-adda-rajajinagar-bangalore,"64, 1st Main, J C Nagar, Shanimathma Temple Road, Rajajinagar, Bangalore",9.20E+11,13.00437873,77.5394091
7th Heaven Cakes And Desserts,"Bakery, Desserts",400," JP Nagar, Bangalore",3.7,97.0,4.3,2113.0,https://www.zomato.com/bangalore/7th-heaven-cakes-and-desserts-jp-nagar-bangalore,"Ennar Plaza, 7th Phase, Opposite Gaurav Nagar Bus Stop, Santrupthi Nagar, JP Nagar, Bangalore",9.18E+11,12.88487469,77.58264095
Just Punjabi,North Indian,450," Sarjapur Road, Bangalore",3.7,12.0,4.0,12.0,https://www.zomato.com/bangalore/just-punjabi-sarjapur-road-bangalore,"41/1, Shop 6, Ground Floor, Near Klassic Apartment, Amrita Nagar, Sarjapur Road, Bangalore",9.19E+11,12.894346,77.677617
Kunafeci,"Desserts, Arabian",500," Koramangala 7th Block, Bangalore",3.7,26.0,3.9,55.0,https://www.zomato.com/bangalore/kunafeci-1-koramangala-7th-block-bangalore,"211, 7th Block, 1st Main Road, Koramangala, Bangalore",9.18E+11,12.9367442,77.6129773
L J Iyengar Bakery,"Bakery, Desserts, Fast Food",400," Jalahalli, Bangalore",3.7,11.0,4.2,663.0,https://www.zomato.com/bangalore/l-j-iyengar-bakery-jalahalli-bangalore,"Shop 02, Gangamma Circle, Kalathur Layout, Jalahalli, Bangalore",9.20E+11,13.05721249,77.54666984
Melt In Cafe,"Cafe, Italian, Continental",700," Mysore Road, Bangalore",3.7,246.0,3.9,0.0,https://www.zomato.com/bangalore/melt-in-cafe-1-mysore-road,"Mayaganahalli, National Highway 275, Madapura Gate, Ramnagara District, Mysore Road, Bangalore",9.20E+11,12.762183,77.32906893
Shree Madhvas Upahara,South Indian,100," JP Nagar, Bangalore",3.7,4.0,3.6,158.0,https://www.zomato.com/bangalore/shree-madhvas-upahara-jp-nagar-bangalore,"69, 70, Bus Stop, Kothnoor Main Road, Gaurav Nagar, Phase 7, JP Nagar, Bangalore",9.19E+11,12.88511165,77.58239686
Redbury Family Restaurant,"Kerala, North Indian, Chinese, Desserts, Beverages, Mughlai",900," Bannerghatta Road, Bangalore",3.7,15.0,3.8,121.0,https://www.zomato.com/bangalore/redbury-family-restaurant-bannerghatta-road-bangalore,"41/8, Arekere Village, 80 Feet Road, Opposite Paramount Pilatus, Bannerghatta Road, Bangalore",9.20E+11,12.88458904,77.60296538
Raju Gari Biryani,"Biryani, Andhra, Chinese, North Indian, Seafood",400," Bannerghatta Road, Bangalore",3.7,8.0,3.7,266.0,https://www.zomato.com/bangalore/raju-gari-biryani-bannerghatta-road-bangalore,"81/3, Someshwara Layout, Hulimavu, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",9.18E+11,12.8764795,77.59634737
Uutopia Cafe,"Cafe, Fast Food, Desserts",750," Whitefield, Bangalore",3.7,29.0,3.9,0.0,https://www.zomato.com/bangalore/uutopia-cafe-whitefield-bangalore,"126/5/4, Nallurahalli Road, Varthur, Hobli, Near Palm Meadows, Whitefield, Bangalore",9.20E+11,12.96062,77.73255
Podhi Kitchen,"South Indian, Biryani",200," Kammanahalli, Bangalore",3.7,4.0,4.2,105.0,https://www.zomato.com/bangalore/podhi-kitchen-2-kammanahalli-bangalore,"22, Rammaiah Layout, 3rd Cross Road, Kammanahalli, Bangalore",9.20E+11,13.0190154,77.63524778
Curry Leaves,"Chinese, North Indian",400," Jayanagar, Bangalore",3.7,7.0,3.9,8.0,https://www.zomato.com/bangalore/curry-leaves-jayanagar-bangalore,"1616, 36th Cross, 9th Block, Jayanagar, Bangalore",9.20E+11,12.92299304,77.59710643
Biriyani Mane,"Biryani, Chinese, North Indian, Mughlai",600," Jayanagar, Bangalore",3.7,172.0,4.0,379.0,https://www.zomato.com/bangalore/biriyani-mane-jayanagar-bangalore,"1345, Southend Main Road, 9th Block, Jayanagar, Bangalore",9.20E+11,12.91682492,77.593119
Hassan Keralapura Military Hotel,South Indian,400," Banashankari, Bangalore",3.7,4.0,4.0,10.0,https://www.zomato.com/bangalore/hassan-keralapura-military-hotel-banashankari-bangalore,"43/2, 1st Cross, Near Kamakya Theatre, Kamakya Layout, 3rd Stage, Banashankari, Bangalore",9.19E+11,12.92304729,77.55300052
Nandasree,"Andhra, Chinese, North Indian",800," KR Puram, Bangalore",3.7,29.0,4.1,112.0,https://www.zomato.com/bangalore/nandasree-kr-puram,"01, 3/1 Near Govt School Basavanapura Main Road, KR Puram, Bangalore",9.20E+11,13.0097688,77.7092453
